userId,age,gender,occupation,zipcode
118,24,M,technician,85711
229,53,F,other,94043
269,23,M,writer,32067
267,24,M,technician,43537
111,33,F,other,15213
9,42,M,executive,98101
38,57,M,administrator,91344
73,36,M,administrator,05201
293,29,M,student,01002
39,53,M,lawyer,90703
72,39,F,other,30329
304,28,F,other,06405
58,47,M,educator,29206
137,45,M,scientist,55106
120,49,F,educator,97301
131,21,M,entertainment,10309
247,30,M,programmer,06355
114,35,F,other,37212
109,40,M,librarian,02138
57,42,F,homemaker,95660
175,26,M,writer,30068
2,25,M,writer,40206
153,30,F,artist,48197
246,21,F,artist,94533
51,39,M,engineer,55107
115,49,M,engineer,21044
316,40,F,librarian,30030
77,32,M,writer,55369
235,41,M,programmer,94043
286,7,M,student,55436
282,24,M,artist,10003
79,28,F,student,78741
155,23,M,student,27510
277,38,F,administrator,42141
274,20,F,homemaker,42459
135,19,F,student,93117
237,23,M,student,55105
25,28,F,other,54467
326,41,M,entertainment,01040
305,38,M,scientist,27514
94,33,M,engineer,80525
55,30,M,administrator,17870
98,29,F,librarian,20854
92,26,M,technician,46260
200,29,M,programmer,50233
288,27,F,marketing,46538
241,53,M,marketing,07102
225,45,M,administrator,12550
105,23,F,student,76111
29,21,M,writer,52245
279,28,M,educator,16509
123,18,F,student,55105
249,26,M,programmer,55414
130,22,M,executive,66315
345,37,M,programmer,01331
119,25,M,librarian,46260
61,16,M,none,84010
88,27,M,programmer,52246
52,49,M,educator,08403
60,50,M,healthcare,06472
171,36,M,engineer,30040
10,27,F,administrator,97214
27,31,M,marketing,75240
182,32,M,educator,43202
186,51,F,educator,48118
113,23,M,student,80521
301,17,M,student,60402
107,19,M,student,22904
166,24,M,engineer,55337
136,27,M,engineer,60067
278,39,M,scientist,98034
53,48,F,administrator,73034
193,24,M,student,41850
297,39,M,scientist,T8H1N
210,24,M,entertainment,08816
263,20,M,student,02215
157,30,M,technician,29379
213,26,M,administrator,61801
209,39,F,administrator,03755
112,34,F,administrator,52241
49,21,M,student,21218
95,50,M,programmer,22902
127,40,M,other,44133
99,32,M,executive,55369
102,51,M,educator,20003
320,26,M,administrator,46005
54,47,M,administrator,89503
292,49,F,librarian,11701
243,43,F,administrator,68106
80,60,M,educator,78155
132,55,M,marketing,01913
65,32,M,entertainment,80525
232,48,M,executive,23112
90,26,M,student,71457
24,31,M,administrator,10707
191,25,F,artist,75206
33,43,M,artist,98006
303,49,F,executive,90291
46,20,M,student,63129
142,36,M,executive,90254
161,15,M,student,05146
26,38,M,programmer,30220
284,26,M,student,55108
167,27,M,student,55108
276,24,M,engineer,94043
253,61,M,retired,55125
217,39,M,scientist,60466
240,44,M,educator,63130
181,29,M,other,55423
87,19,M,student,77840
189,57,M,engineer,90630
163,30,M,salesman,60613
146,47,M,executive,95032
183,27,M,programmer,75013
6,31,M,engineer,17110
192,40,M,healthcare,97232
185,20,M,student,16125
214,21,M,administrator,90210
20,32,M,programmer,67401
287,47,F,other,06260
104,54,M,librarian,99603
16,32,F,writer,22206
150,48,F,artist,20008
250,34,M,student,60615
126,30,M,lawyer,22202
203,28,F,lawyer,20015
69,33,M,none,73439
91,24,F,marketing,20009
199,36,F,marketing,07039
116,20,M,none,60115
201,59,F,administrator,15237
328,24,M,other,94612
164,53,M,engineer,78602
177,31,M,programmer,80236
78,23,M,student,38401
265,51,M,other,97365
187,50,M,educator,84408
59,46,M,doctor,53211
321,20,M,student,08904
244,30,F,student,32250
238,49,M,programmer,36117
172,13,M,other,48118
258,42,M,technician,08832
169,53,M,programmer,20910
76,31,M,entertainment,V3N4P
234,45,M,artist,83814
275,40,F,librarian,02143
125,33,M,engineer,97006
251,35,F,marketing,17325
222,20,F,artist,02139
129,38,F,administrator,48103
207,33,F,educator,68767
256,25,M,student,60641
156,25,M,student,53703
106,32,F,other,11217
236,25,M,educator,08360
34,57,M,engineer,70808
151,50,M,educator,27606
233,23,F,student,55346
28,27,M,programmer,66215
124,50,M,lawyer,55104
74,25,M,artist,15610
323,49,M,administrator,97212
196,47,M,healthcare,80123
227,20,F,other,53715
4,47,M,educator,55113
21,37,M,other,L9G2B
86,48,M,other,80127
331,52,F,other,53705
160,53,F,healthcare,30067
216,48,F,educator,78750
108,55,M,marketing,22207
220,56,M,other,22306
97,30,F,administrator,52302
255,26,F,scientist,21911
252,28,M,scientist,07030
173,20,M,programmer,19104
47,26,M,other,49512
266,15,M,entertainment,20755
178,22,F,administrator,60202
35,26,M,executive,21218
198,36,M,programmer,33884
312,33,M,scientist,27708
162,37,M,librarian,76013
221,53,F,librarian,97403
1,39,F,executive,00000
159,26,M,educator,16801
224,42,M,student,29440
63,32,M,artist,95014
245,30,M,administrator,95938
170,33,M,administrator,95161
141,42,M,educator,90840
145,29,M,student,49931
17,38,M,administrator,02154
239,42,M,scientist,93555
0,49,M,writer,55105
176,55,M,technician,75094
85,21,F,student,55414
259,30,M,writer,17604
12,40,M,programmer,93402
41,27,M,writer,E2A4H
260,41,F,educator,60201
174,25,F,student,32301
280,52,F,librarian,10960
230,47,M,lawyer,06371
262,14,F,student,53115
121,39,M,marketing,92037
228,43,M,engineer,01720
290,33,F,educator,85710
13,39,M,engineer,03060
302,66,M,salesman,32605
272,49,F,educator,61401
103,33,M,executive,55345
140,26,F,librarian,11231
165,35,M,programmer,63033
81,22,M,engineer,02215
208,22,M,other,11727
149,37,M,administrator,06513
148,32,M,programmer,43212
257,30,M,librarian,78205
194,19,M,student,20685
70,29,M,programmer,27502
62,19,F,student,47906
14,31,F,educator,43512
31,51,F,administrator,58202
218,28,M,student,92103
270,46,M,executive,60659
307,21,F,student,22003
134,29,F,librarian,22903
202,28,F,student,14476
204,48,M,librarian,01080
122,45,M,scientist,99709
139,38,M,engineer,98682
19,60,M,retired,94702
195,37,M,educator,22973
179,44,F,writer,53214
89,49,M,administrator,63146
298,42,F,administrator,44124
184,39,M,artist,95628
168,23,F,educator,20784
66,26,F,student,20001
44,33,M,educator,31404
64,33,M,educator,60201
3,28,M,technician,80525
211,22,M,student,55109
43,19,M,student,28734
294,28,M,engineer,20770
231,25,M,student,37235
45,25,M,student,84103
82,29,M,executive,95110
48,28,M,doctor,85032
271,42,M,engineer,07733
7,26,F,librarian,22903
67,44,M,educator,42647
242,23,M,entertainment,07029
117,35,F,none,39042
188,17,M,student,77005
306,19,F,student,77801
101,21,M,student,48823
50,40,F,artist,89801
291,28,M,administrator,85202
96,19,F,student,78264
180,41,M,programmer,55346
93,36,F,writer,90064
84,26,M,executive,84601
296,62,F,administrator,78756
71,23,M,engineer,83716
110,24,M,engineer,19422
100,31,F,librarian,43201
158,18,F,student,63119
83,51,M,engineer,22932
128,33,M,scientist,53706
344,50,F,other,10016
223,20,F,student,55414
147,38,M,engineer,92064
37,21,M,student,95064
261,35,F,administrator,55406
36,37,F,librarian,30033
75,33,M,programmer,85251
205,30,F,librarian,22903
197,15,F,student,06059
212,22,M,administrator,20057
215,28,M,programmer,55305
40,40,M,executive,92629
190,25,M,programmer,53713
11,27,M,student,15217
42,21,M,salesman,31211
206,34,M,marketing,23226
289,11,M,none,94619
32,40,M,engineer,93550
18,19,M,student,44106
56,35,F,programmer,94703
68,24,M,writer,60804
133,34,M,technician,92110
138,31,M,educator,50325
154,43,F,administrator,16803
144,29,F,educator,98103
5,44,M,executive,01581
22,29,M,doctor,63108
322,26,F,programmer,55106
30,24,M,student,55439
152,42,M,educator,77904
15,19,M,student,14853
268,22,F,student,71701
8,23,M,programmer,94086
219,45,M,other,73132
143,25,M,student,55454
23,60,M,retired,95076
334,40,M,scientist,70802
273,37,M,educator,91711
226,32,M,technician,73071
254,48,M,other,02110
248,41,M,marketing,60035
264,20,F,student,08043
281,31,M,educator,18301
283,43,F,other,77009
337,22,M,administrator,13210
285,65,M,retired,06518
299,38,M,programmer,22030
309,19,M,student,24060
295,49,F,educator,55413
314,20,M,student,50613
300,21,M,student,19149
327,21,F,student,02176
308,48,M,technician,02139
310,41,M,administrator,15235
311,22,M,student,11101
313,51,M,administrator,06779
319,48,M,educator,01720
315,35,F,educator,33884
317,33,M,entertainment,91344
318,20,M,student,40504
324,47,M,other,V0R2M
325,32,M,librarian,30002
330,45,M,executive,33775
329,23,M,salesman,42101
368,37,M,scientist,10522
332,39,F,librarian,59717
333,35,M,lawyer,37901
336,46,M,engineer,80123
338,17,F,student,44405
335,25,F,other,98006
339,43,M,engineer,30093
340,30,F,librarian,94117
341,28,F,librarian,94143
342,34,M,other,76059
343,18,M,student,90210
347,24,F,student,45660
346,68,M,retired,61455
360,32,M,student,97301
349,61,M,educator,49938
351,37,F,programmer,55105
400,25,M,scientist,28480
348,29,F,librarian,48197
354,25,M,student,60135
357,32,F,homemaker,92688
356,26,M,executive,98133
350,40,M,educator,10022
373,22,M,student,61801
352,51,M,other,98027
358,22,M,student,44074
355,35,F,homemaker,85233
353,20,M,student,87501
380,63,M,engineer,01810
359,29,M,lawyer,20009
370,20,F,student,50670
361,17,M,student,37411
362,18,M,student,92113
381,24,M,student,91335
365,52,M,writer,08534
363,36,M,engineer,99206
367,25,F,student,66046
364,24,F,other,55116
366,36,M,executive,78746
372,17,M,entertainment,37777
389,28,F,other,10010
371,22,M,student,18015
369,35,M,student,02859
374,44,M,programmer,98117
375,32,M,engineer,55117
376,33,M,artist,94608
378,45,M,engineer,01824
385,42,M,administrator,75204
398,52,M,programmer,45218
377,36,M,writer,10003
383,36,M,salesman,43221
379,33,M,entertainment,37412
382,31,M,other,36106
384,44,F,writer,83702
386,42,F,writer,85016
391,23,M,student,84604
388,52,M,writer,59801
387,19,M,student,83686
390,25,M,administrator,96819
399,43,M,other,44092
395,57,M,engineer,94551
393,17,M,student,27514
392,40,M,other,60008
394,25,M,other,92374
403,33,F,administrator,78213
396,46,F,healthcare,84107
397,30,M,engineer,95129
401,37,M,other,06811
407,29,F,programmer,55108
402,22,F,healthcare,10019
404,52,M,educator,93109
405,29,M,engineer,03261
410,23,M,student,61755
406,48,M,administrator,98225
411,30,F,artist,94025
412,34,M,educator,44691
414,25,M,educator,15222
408,55,M,educator,78212
449,24,M,programmer,38115
419,39,M,educator,85711
409,20,F,student,92626
413,27,F,other,48103
424,55,F,none,21206
418,37,M,lawyer,43215
415,53,M,educator,02140
427,38,F,programmer,55105
416,26,M,entertainment,94533
420,64,M,other,91606
425,36,F,marketing,55422
417,19,M,student,58644
430,55,M,educator,01602
423,51,M,doctor,85258
422,28,M,student,55414
421,27,M,student,29205
432,38,M,scientist,98199
436,24,M,marketing,92629
426,22,M,entertainment,50311
429,27,M,artist,11211
433,16,F,student,49705
428,24,M,engineer,60007
431,30,F,administrator,17345
434,27,F,other,20009
435,51,F,administrator,43204
444,23,F,administrator,20817
438,30,M,other,48076
475,50,M,technician,55013
437,22,M,student,85282
502,35,M,salesman,33308
451,51,F,lawyer,53202
439,21,M,writer,92653
443,57,M,educator,60201
440,30,M,administrator,55113
452,23,M,entertainment,10021
441,23,M,librarian,55021
442,35,F,educator,11758
445,16,M,student,48446
446,35,M,administrator,28018
448,18,M,student,06333
447,57,M,other,97330
450,48,M,administrator,83709
454,24,M,technician,31820
453,33,F,salesman,30011
455,47,M,technician,Y1A6B
457,22,M,student,29201
458,44,F,other,60630
459,15,M,student,98102
456,19,F,student,02918
465,48,F,healthcare,75218
469,60,M,writer,94583
464,32,M,other,05001
462,22,M,student,90804
460,29,M,engineer,91201
461,28,M,engineer,02341
468,60,M,educator,78628
473,24,M,programmer,10021
466,10,M,student,77459
463,24,M,student,87544
472,29,M,student,94708
467,51,M,executive,93711
510,30,M,programmer,75230
470,28,M,student,60440
490,23,F,student,02125
471,29,M,other,10019
476,30,M,educator,55409
474,57,M,retired,98257
481,73,M,retired,37771
480,18,F,student,40256
486,29,M,scientist,43212
477,27,M,student,21208
529,44,F,educator,95821
478,39,M,educator,93101
479,22,M,engineer,92121
492,48,M,technician,21012
485,55,M,other,45218
484,29,F,artist,V5A2B
495,43,F,writer,53711
482,57,M,educator,94618
483,22,M,engineer,60090
488,38,F,administrator,49428
489,29,M,engineer,03052
487,21,F,student,55414
491,20,M,student,50112
493,26,M,writer,55408
494,42,M,programmer,75006
496,28,M,administrator,94305
517,22,M,student,10025
497,22,M,student,23092
498,50,F,writer,27514
499,40,F,writer,92115
500,27,F,other,20657
501,46,M,programmer,03869
503,18,F,writer,28450
505,27,M,marketing,19382
513,23,M,administrator,10011
515,34,M,other,98038
506,22,M,student,21250
508,29,M,other,20090
509,43,M,administrator,26241
504,27,M,programmer,20707
507,53,M,marketing,49508
514,53,F,librarian,10021
527,24,M,student,55454
512,49,F,writer,99709
521,22,M,other,55320
520,62,M,healthcare,12603
519,19,M,student,02146
545,36,M,engineer,55443
511,50,F,administrator,04102
516,56,M,educator,02159
518,27,F,administrator,19711
533,30,M,marketing,97124
528,33,M,librarian,12180
522,18,M,student,55104
526,47,F,administrator,44224
524,29,M,engineer,94040
525,30,F,salesman,97408
523,20,M,student,92705
530,43,M,librarian,02324
535,20,M,student,05464
531,45,F,educator,80302
532,38,M,engineer,30078
534,36,M,engineer,22902
537,31,M,scientist,21010
540,53,F,administrator,80303
550,28,M,engineer,91201
536,19,F,student,84302
538,21,M,student,60515
542,33,M,scientist,95123
547,44,F,other,29464
539,27,M,technician,08052
544,36,M,executive,22911
541,50,M,educator,14534
543,51,M,writer,95468
564,42,M,scientist,45680
552,16,F,student,95453
546,25,M,programmer,55414
549,45,M,other,68147
548,58,M,educator,62901
551,32,M,scientist,62901
572,29,F,educator,23227
553,35,F,educator,30606
559,30,F,writer,11217
560,56,F,writer,63132
554,69,M,executive,10022
555,32,M,student,10003
556,23,M,engineer,60005
567,54,F,administrator,20879
557,39,F,librarian,32707
561,65,M,retired,94591
562,40,M,student,55422
558,20,M,student,14627
565,24,M,entertainment,10003
578,39,M,educator,01915
566,34,M,educator,91903
590,26,M,educator,14627
614,34,M,artist,01945
573,51,M,educator,20003
563,68,M,retired,48911
571,56,M,educator,53188
574,33,M,marketing,46032
568,48,M,executive,98281
569,36,F,student,77845
595,31,M,administrator,M7A1A
570,32,M,educator,48103
585,16,M,student,17961
583,37,M,other,94131
581,17,M,student,93003
588,44,M,engineer,29631
575,25,M,student,27511
580,69,M,librarian,98501
579,20,M,student,79508
577,26,M,other,14216
576,18,F,student,93063
592,21,M,lawyer,90034
586,50,M,educator,82435
582,57,F,librarian,92093
584,18,M,student,97520
587,31,F,educator,68767
593,46,M,educator,M4J2K
601,25,M,programmer,31909
589,20,M,artist,77073
594,23,M,other,84116
638,40,F,marketing,43085
591,22,F,student,R3T5K
598,34,M,programmer,02320
596,19,F,artist,99687
597,47,F,other,34656
600,21,M,programmer,47905
619,39,M,educator,11787
599,33,M,engineer,33716
602,28,M,programmer,63044
604,49,F,healthcare,02154
603,22,M,other,10003
610,13,F,student,55106
605,22,M,student,21227
606,46,M,librarian,77008
621,36,M,educator,79070
616,37,F,marketing,29678
609,54,M,educator,80227
611,38,M,educator,27705
612,55,M,scientist,50613
607,27,F,writer,11201
608,15,F,student,44212
615,17,M,student,44134
613,18,F,writer,81648
618,17,M,student,60402
617,25,M,programmer,14850
623,50,F,educator,60187
620,19,M,student,30067
625,27,M,programmer,20723
636,23,M,scientist,19807
622,24,M,engineer,08034
624,13,M,none,94306
626,46,F,other,44224
632,26,F,healthcare,55408
629,18,F,student,38866
628,18,M,student,55454
627,35,M,programmer,55414
630,39,M,engineer,T8H1N
640,22,M,other,23237
642,47,M,educator,48043
634,30,M,other,74101
639,45,M,engineer,01940
631,42,F,librarian,12065
635,20,M,student,61801
665,24,M,student,60626
633,18,F,student,95521
637,39,M,scientist,55122
641,51,M,retired,63645
643,27,M,programmer,53211
656,17,F,student,51250
645,40,M,educator,45810
644,43,M,engineer,91351
651,20,M,student,39762
646,42,M,engineer,83814
647,65,M,retired,02903
672,35,M,other,22911
649,31,M,executive,55105
648,27,F,student,78739
650,50,F,healthcare,60657
653,48,M,educator,10314
659,26,F,none,78704
652,33,M,programmer,92626
655,31,M,educator,54248
654,26,M,student,77380
662,28,M,programmer,98121
663,55,M,librarian,19102
657,26,M,other,19341
658,30,M,engineer,94115
660,25,M,administrator,55412
661,44,M,administrator,61820
664,35,M,librarian,01970
666,29,F,writer,10016
669,37,M,other,20009
689,30,M,technician,21114
668,21,M,programmer,91919
680,54,F,administrator,90095
667,51,M,educator,22906
671,13,F,student,55337
700,34,M,other,28814
670,30,M,programmer,32712
673,20,M,other,99835
710,50,M,educator,61462
675,20,F,student,54302
691,33,M,lawyer,90405
709,44,F,marketing,97208
674,23,M,programmer,55128
678,42,M,librarian,23509
676,28,M,student,55414
677,32,F,librarian,55409
684,32,M,educator,26506
698,31,F,healthcare,27713
686,37,F,administrator,60476
683,25,M,other,45439
682,35,M,salesman,63304
679,34,M,educator,60089
681,34,M,engineer,18053
685,43,F,healthcare,85210
690,60,M,programmer,06365
699,26,M,writer,38115
717,55,M,other,94920
687,25,M,other,77042
688,28,F,programmer,06906
694,44,M,other,96754
697,17,M,student,76309
693,51,F,librarian,56321
712,37,M,other,89104
727,26,M,educator,49512
695,51,F,librarian,91105
692,21,F,student,54494
722,23,M,student,55454
696,56,F,librarian,19146
701,26,F,homemaker,96349
702,21,M,other,N4T1A
704,19,M,student,92020
703,22,F,student,15203
705,22,F,student,54901
707,42,F,other,07204
714,26,M,engineer,55343
706,21,M,technician,91206
708,36,F,administrator,44265
715,24,M,technician,84105
716,42,M,technician,64118
711,37,F,other,V0R2H
723,49,F,administrator,16506
713,24,F,entertainment,11238
718,50,F,homemaker,17331
740,26,M,executive,94403
719,31,M,executive,40243
721,21,M,student,91711
725,25,F,administrator,80538
720,25,M,student,78741
726,58,M,executive,94306
724,19,M,student,56567
731,31,F,scientist,32114
745,41,F,educator,70403
753,28,F,other,98405
735,44,F,other,60630
730,25,F,other,63108
738,29,F,healthcare,85719
729,48,F,writer,94618
734,30,M,programmer,98072
728,35,M,technician,95403
741,35,M,technician,73162
737,25,F,educator,22206
747,25,M,writer,63108
733,35,M,student,29210
732,31,M,programmer,92660
755,35,M,marketing,47024
736,42,M,writer,55113
744,25,M,engineer,19047
739,19,M,other,93612
743,28,M,administrator,94720
742,33,M,other,80919
746,28,M,administrator,32303
748,24,F,other,90034
751,60,M,retired,21201
757,56,M,salesman,91206
756,59,F,librarian,62901
762,44,F,educator,97007
749,30,F,none,90247
750,26,M,student,55104
752,27,M,student,53706
773,20,F,student,68503
770,35,F,other,14211
771,17,M,student,97302
754,32,M,administrator,95050
758,27,M,scientist,02113
759,27,F,educator,62903
766,31,M,student,33066
768,42,M,other,10960
760,70,M,engineer,00000
764,29,M,administrator,12866
761,39,M,executive,06927
781,28,M,student,14216
763,26,M,student,15232
767,50,M,writer,27105
765,20,M,student,55414
769,30,M,student,80027
799,46,M,executive,90036
774,30,M,librarian,51157
772,63,M,programmer,01810
777,34,M,student,01960
776,31,M,student,K7L5J
775,49,M,programmer,94560
789,20,M,student,48825
778,21,F,artist,33205
786,30,M,marketing,77081
780,47,M,administrator,91040
787,32,M,engineer,23322
779,36,F,engineer,01754
785,18,F,student,98620
782,51,M,administrator,05779
783,29,M,other,55420
784,27,M,technician,80913
794,31,M,educator,20064
800,40,M,programmer,12205
792,22,M,student,85281
788,32,M,educator,57197
791,30,M,programmer,08610
790,32,F,writer,33755
805,44,F,other,62522
793,40,F,writer,64131
801,49,F,administrator,19716
796,25,M,programmer,55337
806,22,M,writer,92154
795,35,M,administrator,34105
798,70,M,administrator,78212
797,39,M,educator,61820
802,27,F,other,20009
803,27,M,marketing,11217
804,41,F,healthcare,93555
824,45,M,salesman,90016
807,50,F,marketing,30803
833,55,F,other,80526
818,40,F,educator,73013
813,22,M,technician,76234
839,14,F,student,02136
812,30,M,other,12345
808,32,M,other,28806
828,34,M,other,20755
809,19,M,student,60152
811,28,M,librarian,27514
822,59,M,administrator,40205
858,22,M,student,37725
810,37,M,engineer,77845
843,29,F,librarian,53144
814,27,M,artist,50322
852,31,M,other,15017
815,44,M,engineer,05452
820,28,M,artist,77048
816,23,F,engineer,80228
823,28,M,librarian,85282
817,48,M,writer,80209
819,46,M,programmer,53066
821,21,M,other,33765
832,24,M,technician,77042
826,34,M,writer,90019
836,26,M,other,64153
825,44,F,executive,11577
827,44,M,artist,10018
838,36,F,artist,55409
829,23,M,student,01375
830,38,F,entertainment,90814
831,39,M,artist,55406
854,45,M,doctor,47401
840,40,M,writer,93055
835,35,M,librarian,44212
834,22,M,engineer,95662
853,64,M,doctor,97405
837,27,M,lawyer,47130
841,29,M,student,55417
842,46,M,engineer,02146
846,15,F,student,25652
848,34,M,technician,78390
845,18,M,other,29646
844,46,M,administrator,94086
850,49,M,writer,40515
847,29,F,student,55408
851,53,M,librarian,04988
857,43,F,marketing,97215
861,35,F,administrator,V1G4L
849,63,M,educator,09645
855,18,F,other,06492
860,70,F,retired,48322
866,38,F,student,14085
856,25,M,executive,13820
859,17,M,student,60089
862,27,M,programmer,63021
863,25,M,artist,11231
872,45,M,other,60302
865,24,M,scientist,92507
864,21,M,programmer,55303
877,30,M,student,10025
867,22,M,student,65203
868,31,M,executive,44648
871,19,F,student,74078
874,48,F,administrator,33763
886,36,M,scientist,37076
869,24,F,student,35802
870,41,M,other,20902
873,30,M,other,77504
876,50,F,educator,98027
879,33,F,administrator,55337
875,13,M,student,83702
878,39,M,marketing,43017
881,35,M,engineer,40503
880,49,M,librarian,50266
882,44,M,engineer,55337
884,30,F,other,95316
883,20,M,student,61820
890,14,F,student,27249
932,41,M,scientist,17036
885,24,M,technician,78704
888,32,M,student,97301
891,51,F,administrator,03062
887,36,M,other,45243
889,25,M,student,95823
892,47,M,educator,74075
903,31,F,librarian,32301
893,28,M,writer,91505
894,30,M,other,33484
902,23,M,homemaker,61755
896,32,M,other,55116
905,60,M,retired,18505
895,38,M,executive,L1V3W
901,45,F,artist,97203
897,28,M,educator,20850
898,17,F,student,61073
900,27,M,other,30350
904,45,M,librarian,70124
899,25,F,other,80526
906,44,F,librarian,68504
926,50,F,educator,53171
914,28,M,healthcare,29301
908,37,F,writer,53210
909,51,M,other,06512
915,27,M,student,76201
910,44,F,other,08105
916,50,M,entertainment,60614
907,27,M,engineer,N2L5N
924,22,F,student,20006
911,40,M,scientist,70116
912,25,M,other,14216
941,30,F,artist,90008
913,20,F,student,98801
917,29,F,administrator,21114
918,21,M,student,E2E3R
921,29,M,other,11753
933,18,F,salesman,49036
936,49,M,entertainment,01701
920,23,M,programmer,55428
919,21,M,student,55408
922,44,M,scientist,53711
940,28,F,scientist,07310
923,60,M,educator,33556
925,58,M,educator,06437
928,28,M,student,48105
927,61,M,engineer,22902
929,42,M,doctor,66221
939,24,M,other,32789
935,48,M,educator,98072
930,38,F,technician,55038
938,26,F,student,33319
931,32,M,administrator,02215
942,20,M,student,97229
934,48,F,librarian,78209
937,22,M,student,77841
