title,g0,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,g11,g12,g13,g14,g15,g16,g17,g18
To Gillian on Her 37th Birthday (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Looking for Richard (1996),0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
Days of Thunder (1990),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bad Taste (1987),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Diva (1981),0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
Night on Earth (1991),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Believers, The (1987)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jingle All the Way (1996),0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My Fellow Americans (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Fools Rush In (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Vegas Vacation (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Love Jones (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Picture Perfect (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Career Girls (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
She's So Lovely (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Money Talks (1997),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Excess Baggage (1997),0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
That Darn Cat! (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"Peacemaker, The (1997)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Soul Food (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Washington Square (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Life Less Ordinary, A (1997)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Eve's Bayou (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mortal Kombat: Annihilation (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flubber (1997),0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Home Alone 3 (1997),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scream 2 (1997),0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Sweet Hereafter, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Postman, The (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Kundun (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Big Lebowski, The (1998)",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
Afterglow (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Ma vie en rose (My Life in Pink) (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Great Expectations (1998),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Oscar & Lucinda (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Half Baked (1998),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lost in Space (1998),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"City of Lost Children, The (1995)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Farewell My Concubine (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Dead Man (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Raise the Red Lantern (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
White Squall (1996),0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Unforgettable (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Down Periscope (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Craft, The (1996)",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Harriet the Spy (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Chain Reaction (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Island of Dr. Moreau, The (1996)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
First Kid (1996),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Funeral, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Preacher's Wife, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Brassed Off (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"Thousand Acres, A (1997)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Smile Like Yours, A (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Murder in the First (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Airheads (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
With Honors (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
What's Love Got to Do with It (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Killing Zoe (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Renaissance Man (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Charade (1963),0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
"Fox and the Hound, The (1981)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Big Blue, The (Grand bleu, Le) (1988)",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Booty Call (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
How to Make an American Quilt (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Georgia (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Indian in the Cupboard, The (1995)",0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Blue in the Face (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Unstrung Heroes (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Before Sunrise (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Nobody's Fool (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dazed and Confused (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Naked (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Orlando (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Ruby in Paradise (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Some Folks Call It a Sling Blade (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Funny Face (1957),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Affair to Remember, An (1957)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Inspector General, The (1949)",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Winnie the Pooh and the Blustery Day (1968),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediterraneo (1991),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Passion Fish (1992),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Eye for an Eye (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Fear (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Substitute, The (1996)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven's Prisoners (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Trigger Effect, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Mother Night (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Maximum Risk (1996),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Shadow Conspiracy (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blood & Wine (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Turbulence (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Beautician and the Beast, The (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Cats Don't Dance (1997),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Anna Karenina (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Keys to Tulsa (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Hercules (1997),0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
"Kiss Me, Guido (1997)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stuart Saves His Family (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Cabin Boy (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stupids, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Double vie de Véronique, La (Double Life of Veronique, The) (1991)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Until the End of the World (Bis ans Ende der Welt) (1991),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Waiting for Guffman (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I Shot Andy Warhol (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Stealing Beauty (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Basquiat (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2 Days in the Valley (1996),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Private Parts (1997),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Anaconda (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Romy and Michele's High School Reunion (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Con Air (1997),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trees Lounge (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tie Me Up! Tie Me Down! (1990),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Die xue shuang xiong (Killer, The) (1989)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gaslight (1944),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8 1/2 (1963),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Fast, Cheap & Out of Control (1997)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Fathers' Day (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fire Down Below (1997),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Grumpier Old Men (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Beverly Hillbillies, The (1993)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Big League (1994),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Homeward Bound II: Lost in San Francisco (1996),0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Quest, The (1996)",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cool Runnings (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Drop Dead Fred (1991),0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Grease 2 (1982),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Switchback (1997),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hamlet (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Two if by Sea (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Forget Paris (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Just Cause (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"Paper, The (1994)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Fearless (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Malice (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Multiplicity (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
She's the One (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
House Arrest (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ghost and Mrs. Muir, The (1947)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Associate, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Dracula: Dead and Loving It (1995),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Now and Then (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Mr. Wrong (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pallbearer, The (1996)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adventures of Pinocchio, The (1996)",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evening Star, The (1996)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Little Princess, A (1995)",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Koyaanisqatsi (1983),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Bottle Rocket (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Amateur (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Living in Oblivion (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Party Girl (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shallow Grave (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Reality Bites (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Oliver & Company (1988),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joe's Apartment (1996),0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Anne Frank Remembered (1995),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
It's My Party (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Speed 2: Cruise Control (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Sliver (1993),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pete's Dragon (1977),0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Live Nude Girls (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
High School High (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hate (Haine, La) (1995)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Flirting With Disaster (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Degrees of Separation (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Trust (1990),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Firestorm (1998),0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Beyond Rangoon (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Death and the Maiden (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Tank Girl (1995),0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
Mrs. Parker and the Vicious Circle (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Twelfth Night (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Surviving Picasso (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Up in Smoke (1978),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Some Kind of Wonderful (1987),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
I'm Not Rappaport (1996),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Old Man and the Sea, The (1958)",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Chungking Express (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Feeling Minnesota (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Escape to Witch Mountain (1975),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Get on the Bus (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Doors, The (1991)",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Ghosts of Mississippi (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Beautiful Thing (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Hackers (1995),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
"Road to Wellville, The (1994)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
When We Were Kings (1996),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
My Family (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Walkabout (1971),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
In Love and War (1996),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Backbeat (1993),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Relic, The (1997)",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Love! Valour! Compassion! (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Portrait of a Lady, The (1996)",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Little Buddha (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Spanking the Monkey (1994),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Welcome To Sarajevo (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Major Payne (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cowboy Way, The (1994)",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
In the Army Now (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Young Guns II (1990),0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Once Were Warriors (1994),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"Family Thing, A (1996)",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Cemetery Man (Dellamorte Dellamore) (1994),0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Top Hat (1935),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
To Be or Not to Be (1942),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Amos & Andrew (1993),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Jade (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kiss of Death (1995),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
Virtuosity (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Barb Wire (1996),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Assassins (1995),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Friday (1995),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goofy Movie, A (1995)",0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Higher Learning (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
When a Man Loves a Woman (1994),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Judgment Night (1993),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Night Falls on Manhattan (1997),0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Under Siege 2: Dark Territory (1995),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready to Wear (Pret-A-Porter) (1994),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Marked for Death (1990),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Madonna: Truth or Dare (1991),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Cutthroat Island (1995),0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Ghost in the Shell (Kokaku kidotai) (1995),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Metro (1997),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gridlock'd (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Blink (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Trial and Error (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Star Maps (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Clockers (1995),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Set It Off (1996),0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Selena (1997),0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Gang Related (1997),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Out to Sea (1997),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Before and After (1996),0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Shall We Dance? (1937),0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Indian Summer (1996),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Getaway, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waiting to Exhale (1995),0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Inventing the Abbotts (1997),0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
M. Butterfly (1993),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Specialist, The (1994)",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Barbarella (1968),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Highlander III: The Sorcerer (1994),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
That Darn Cat! (1965),0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Dead Presidents (1995),0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
